Order;clade;family;SPECIES (Smyth);SPECIES (Pegas);SPECIES (Andres);Image_files_names;Specimen number;Ontogenetic stages;DSV ;measured hind limbs (cm);mass estimate (kg3);Wing length  (cm);Wingspan  (cm);Humerus ;Ulna;Pteroid;Mc IV;Wg ph 1;Wg ph 2;Wg ph 3;Wg ph 4;Femur ;Tibia;Mt III;Propatagium     (EWM)       (one wing section);Brachiopatagium (EWM)                           (one wing section);Cruropatagium (EWM)                           (one wing section);Propatagium  % (EWM);Brachiopatagium % (EWM);Cruropatagium % (EWM);W.B A.R 1 (EWM)                              (one wing section);W.B A.R 2 (EWM)                              (one wing section);A.R 1 (EWM)                              (one wing section);A.R 2 (EWM)                              (one wing section);Inner wing area (EWM)             (one wing section) (cm2);Outer wing area(EWM)             (one wing section) (cm2);Inner wing % (EWM)             (one wing section);Outer wing %(EWM)             (one wing section);Total wing area (EWM)             (one wing section);Wing area  (cm2 (EWM));WAR (wingspan(EWM));AR_2/AR_1;Wing loading (EWM);Last Appearance;First Appearance;Midpoint;Stage name;Period Name;Flight category;Environment;Depositional settings/paleoenvironment;Diet 1;Diet 2
Pterodactyloidea;Azhdarchoidea;Tapejaridae;Caiuajara dobruskii;Caiuajara dobruskii;Caiuajara dobruskii;Out_Caiuajara_dobruskii.jpg;CP.V 1449;Mature;17.6;29.900;1.265;87.10;174.2;9.9;14.1;4.6;15.7;21.3;16.4;9.9;5.5;12.2;17.7;6.6;76.0;1801.0;97.3;3.8;91.2;4.9;43.0;37.2;2.0;2.3;680.3;1294.0;34.5;65.5;1974.3;3948.600;7.7;0.87;32.03;100.500000;121.400000;110.95;Albian;Early Cretaceous;Flap-soaring ;Semi-arid floodplain;Playa;Herbivore;Durophageous
Pterodactyloidea;Azhdarchoidea;Tapejaridae;Tapejara wellnhoferi;Tapejara wellnhoferi;Tapejara wellnhoferi;Out_Tapejara_wellnhoferi.jpg;SMNK 1137;Mature;15.6;22.000;0.756;71.80;143.6;9.6;10.4;4.9;10;16.2;14.9;11.9;5;9.5;12.5;5.9;54.9;1191.5;54.2;4.2;91.6;4.2;33.2;29.7;2.2;2.4;438.9;861.7;33.7;66.3;1300.6;2601.200;7.9;0.89;29.08;113.000000;121.400000;117.2;Albian;Early Cretaceous;Flap-soaring ;Floodplain;Alluvial plain ;Herbivore;Durophageous
Pterodactyloidea;Azhdarchoidea;Tapejaridae;Wightia declivirostris;Wightia declivirostris;Wightia declivirostris;Out_Wightia_declivirostris.jpg;IWCSM. 2020. 401;Mature;11.6;17.100;0.401;56.55;113.1;5.9;9.2;5.1;11.9;14.8;9.2;6.2;1.7;6.4;10.7;4.7;32.1;723.6;33.3;4.1;91.7;4.2;22.7;22.7;2.5;2.5;280.7;508.3;35.6;64.4;789.0;1577.950;8.1;1.00;25.40;121.400000;125.770000;123.585;Barremian;Early Cretaceous;Flap-glidding;Floodplain;Alluvial plain ;Herbivore;Durophageous
Pterodactyloidea;Azhdarchoidea;Tapejaridae;Nemicolopterus crypticus;Nemicolopterus crypticus;Nemicolopterus crypticus;Out_Nemicolopterus_crypticus.jpg;IVPP V-14377;Immature;2.4;2.900;0.007;12.16;24.3;1.6;2.2;1.0;1.6;2.4;2.1;1.8;1.2;1.2;1.8;0.9;2.0;28.6;1.0;6.3;90.5;3.1;4.8;4.1;2.5;3.0;12.7;18.9;40.3;59.7;31.6;63.169;9.4;0.85;10.64;118.900000;122.000000;120.45;latest Barremian–early Aptian ;Early Cretaceous;Burst-flapping;Forested wetland environment;Lacustrine: large lake;Herbivore;Durophageous
Pterodactyloidea;Azhdarchoidea;Tapejaridae;Europejara olcadesorum;Europejara olcadesorum;Europejara olcadesorum;Out_Europejara_olcadesorum.jpg;MCCM-LH 9413;Mature;21.7;36.531;1.979;103.07;206.1;11.0;17.4;8.7;20.5;24.8;17.1;11.8;5.1;14.8;21.7;8.8;115.5;2624.3;136.9;4.0;91.2;4.8;53.5;46.5;1.9;2.2;1032.9;1843.8;35.9;64.1;2876.7;5753.350;7.4;0.87;34.40;121.400000;125.770000;123.585;Barremian;Early Cretaceous;Flap-soaring ;Floodplain;Lacustrine: large lake;Herbivore;Durophageous
Pterodactyloidea;Azhdarchoidea;Tapejaridae;Torukjara bandeirae;Torukjara bandeirae;Torukjara bandeirae;Out_Torukjara_bandeirae.jpg;CP.V 8175;Mature;14.6;24.900;0.707;70.00;140.0;8.2;11.7;5.6;13.2;17.7;12.2;8.2;3.5;10.1;14.8;5.5;54.0;1188.6;70.3;4.1;90.5;5.4;35.5;30.6;2.0;2.3;468.2;844.7;35.7;64.3;1312.9;2625.800;7.5;0.86;26.93;100.500000;121.400000;110.95;Albian;Early Cretaceous;Flap-glidding;Semi_arid floodplain;Playa;Herbivore;Durophageous
Pterodactyloidea;Azhdarchoidea;Tapejaridae;Sinopterus dongi;Sinopterus dongi;Sinopterus dongi;Out_Sinopterus_dongi.jpg;BPMC 107;Mature;21.6;34.900;1.722;97.82;195.6;5.9;8.8;3.4;9.5;12.1;8.8;6.3;3.2;7.4;10.4;2.05;111.6;2441.0;119.2;4.2;91.4;4.5;52.3;43.8;1.9;2.2;1043.7;1628.1;39.1;60.9;2671.7;5343.493;7.2;0.84;32.22;118.900000;122.000000;120.45;latest Barremian–early Aptian ;Early Cretaceous;Flap-soaring ;Forested wetland environment;Lacustrine: large lake;Herbivore;Durophageous
Pterodactyloidea;Azhdarchoidea;Tapejaridae;Huaxidraco corollatus;Huaxidraco corollatus;Huaxidraco corollatus;Out_Huaxidraco_corollatus.jpg;ZMNH M813;Mature;20.3;34.100;1.740;98.21;196.4;11.3;15.7;6.1;18.3;22.2;17.5;11.5;4.4;13.7;20;7.2;102.8;2405.4;110.0;3.9;91.9;4.2;51.2;44.1;1.9;2.2;940.8;1677.4;35.9;64.1;2618.2;5236.396;7.4;0.86;33.23;118.900000;122.000000;120.45;latest Barremian–early Aptian ;Early Cretaceous;Flap-soaring ;Forested wetland environment;Lacustrine: large lake;Herbivore;Durophageous
Pterodactyloidea;Azhdarchoidea;Tapejaridae;Tupandactylus navigans;Tupandactylus navigans;Tupandactylus navigans;Out_Tupandactylus_navigans.jpg;GP/2E 9266;Mature;21.2;41.410;2.369;110.29;220.6;12.6;18.6;8.19;18.4;31.8;19.3;12.3;3.9;16.8;24.6;4.7;132;3061;169;3.9;91.0;5.0;58.3;51.4;1.9;2.1;1140.9;2221;33.9;66.1;3362.3;6724.604;7.2;0.88;35.23;113.000000;121.400000;117.2;Albian;Early Cretaceous;Flap-soaring ;Floodplain;Fluviodeltaic;Herbivore;Durophageous
Pterodactyloidea;Azhdarchoidea;Tapejaridae;Tupandactylus imperator;Tupandactylus imperator;Tupandactylus imperator;Out_Tupandactylus_imperator.jpg; MCT 1622;Mature;31.3;66.170;8.148;175.47;350.9;15.6;22.3;9.4;23.5;35.6;23.6;14.9;5.7;20.2;30.7;15.1;339.4;8230.1;431.6;3.8;91.4;4.8;98.5;86.2;1.8;2.0;3180.4;5820.8;35.3;64.7;9001.2;18002.309;6.8;0.88;45.26;113.000000;121.400000;117.2;Albian;Early Cretaceous;Medium soaring;Floodplain;Fluviodeltaic;Herbivore;Durophageous
Pterodactyloidea;Azhdarchoidea;Tapejaridae;Eopteranodon lii;Eopteranodon lii;Eopteranodon lii;Out_Eopteranodon_lii.jpg;BPV-078;Mature;11.7;18.500;0.498;61.35;122.7;6.5;10;6.8;13.3;13.2;9.8;6.9;4.6;7.9;10.6;4.5;37.5;821.7;34.4;4.2;92.0;3.9;27.7;24.0;2.2;2.6;311.7;581.9;34.9;65.1;893.6;1787.283;8.4;0.87;27.86;124.122000;125.755000;124.9385;early Barremian ;Early Cretaceous;Flap-soaring ;Forested wetland environment;Lacustrine: large lake;Herbivore;Durophageous
Pterodactyloidea;Azhdarchoidea;Tapejaridae;Caupedactylus ybaka;Caupedactylus ybaka;Caupedactylus ybaka;Out_Caupedactylus_ybaka.jpg;MN 4726-V;Mature;31.0;52.700;5.227;148.50;297.0;17.5;24.8;11.8;28.3;37.5;25.8;17.4;7.2;21.5;31.3;11.6;234.2;5346.5;276.5;4.0;91.3;4.7;75.4;65.2;2.0;2.3;2085.8;3771.4;35.6;64.4;5857.2;11714.400;7.5;0.86;44.62;113.000000;121.400000;117.2;Albian;Early Cretaceous;Flap-soaring ;Floodplain;Fluviodeltaic;Herbivore;Durophageous
Pterodactyloidea;Azhdarchoidea;Tapejaridae;Afrotapejara zouhrii;Afrotapejara zouhrii;Afrotapejara zouhrii;Out_Afrotapejara_zouhrii.jpg;FSAC-KK 5004;Mature;33.9;57.600;6.752;163.50;327.0;19.0;27.1;12.9;30.5;41.0;28.2;19.1;8.0;23.5;34.2;12.7;286.8;6458.2;319.0;4.1;91.4;4.5;83.0;71.1;2.0;2.3;2548.5;4515.5;36.1;63.9;7064.0;14128.000;7.6;0.86;47.79;93.900000;100.500000;97.2;Cenomanian;Late Cretaceous;Medium soaring;Floodplain;Fluviodeltaic;Herbivore;Durophageous
Pterodactyloidea;Azhdarchoidea;Tapejaridae;Aymberedactylus cearensis;Aymberedactylus cearensis;Aymberedactylus cearensis;Out_Aymberedactylus_cearensis.jpg;MN 7596-V;Mature;25.2;42.900;3.065;121.50;243.0;14.2;20.2;9.6;22.7;30.5;21.0;14.2;6.0;17.4;25.4;9.5;157.9;3556.6;185.6;4.0;91.2;4.8;61.4;52.8;2.0;2.3;1397.6;2502.5;35.8;64.2;3900.1;7800.200;7.6;0.86;39.30;113.000000;121.400000;117.2;Albian;Early Cretaceous;Flap-soaring ;Floodplain;Fluviodeltaic;Herbivore;Durophageous
Pterodactyloidea;Azhdarchoidea;Tapejaridae;Vectidraco daisymorrisae;Vectidraco daisymorrisae;Vectidraco daisymorrisae;Out_Vectidraco_daisymorrisae.jpg;NHMUK PV R36621;Mature;10.7;19.200;0.331;52.60;105.2;6.0;9.1;4.4;10.6;13.3;9.0;6.1;2.6;7.8;11.4;4.2;29.6;678.6;48.1;3.9;89.7;6.4;27.0;24.1;1.9;2.2;244.9;511.4;32.4;67.6;756.3;1512.600;7.3;0.89;21.86;121.400000;125.770000;123.585;Barremian;Early Cretaceous;Flap-glidding;Floodplain;Fluviodeltaic;Herbivore;Durophageous
Pterodactyloidea;Azhdarchoidea;Thalassodromeidae;Tupuxuara leonardii;Tupuxuara leonardii;Tupuxuara leonardii;Out_Tupuxuara_leonardii.jpg;IMCF 1052;Mature;31.9;69.600;7.420;169.40;338.8;23.4;29.1;5.3;35.9;42.3;24.0;16.8;8.5;29.8;39.8;9.0;359.9;7246.0;496.0;4.4;89.4;6.1;91.2;77.9;1.9;2.2;3166.6;4935.3;39.1;60.9;8101.9;16203.800;7.1;0.85;45.79;113.000000;121.400000;117.2;Albian;Early Cretaceous;Flap-soaring ;Floodplain;Fluviodeltaic;Carnivore;Generalist
Pterodactyloidea;Azhdarchoidea;Thalassodromeidae;Thalassodromeus sehti;Thalassodromeus sehti;Thalassodromeus sehti;Out_Thalassodromeus_sehti.jpg;DGM 1476-R;Mature;59.4;102.300;15.197;221.80;443.6;37.3;51.6;15.5;57.4;71.7;45.2;31.0;17.8;42.8;59.4;18.4;597.2;11635.7;617.0;4.6;90.6;4.8;110.8;94.2;2.0;2.4;4917.9;7932.0;38.3;61.7;12849.9;25699.800;7.7;0.85;59.13;113.000000;115.000000;114;Albian;Early Cretaceous;Medium soaring;Floodplain;Fluviodeltaic;Carnivore;Generalist
Pterodactyloidea;Azhdarchoidea;Thalassodromeidae;Thalassodromeus oberlii;Thalassodromeus oberlii;Thalassodromeus oberlii;Out_Thalassodromeus_oberlii.jpg;;Mature;38.9;62.3;9.099;182.9;365.8;21.1;31.2;23.9;39.5;41.9;30.3;18.7;10.3;25.8;36.5;13.3;361.5;7972.1;395.2;4.1;91.3;4.5;91.2;77.7;2.0;2.4;3284.3;5444.5;37.6;62.4;8728.8;17457.600;7.7;0.85;52.12;113.000000;121.400000;117.2;Albian;Early Cretaceous;Medium soaring;Floodplain;Fluviodeltaic;Carnivore;Generalist
Pterodactyloidea;Azhdarchoidea;Thalassodromeidae;Tupuxuara longicristatus;Tupuxuara longicristatus;Tupuxuara longicristatus;Out_Tupuxuara_longicristatus.jpg;SMNK PAL 3858;Mature;51.8;66.7;18.578;239.2;478.4;27.6;43.1;16.3;39.5;56.2;39.8;26.9;17.3;26.9;39.8;17.1;650.1;12355.6;453.6;4.8;91.8;3.4;105.5;88.2;2.3;2.7;5554.8;7904.5;41.3;58.7;13459.3;26918.600;8.5;0.84;69.01;113.000000;115.000000;114;Albian;Early Cretaceous;Medium soaring;Floodplain;Fluviodeltaic;Carnivore;Generalist
Pterodactyloidea;Azhdarchoidea;Azhdarchidae;Azhdarcho lancicollis;Azhdarcho lancicollis;Azhdarcho lancicollis;Out_Azhdarcho_lancicollis.jpg;__________ 1/11915;Mature;33.9;63.500;5.474;151.10;302.2;17.0;27.4;13.5;36.8;39.9;23.0;13.3;5.1;26.3;37.2;13.1;258.2;6281.6;438.6;3.7;90.0;6.3;78.7;76.4;1.9;2.0;2488.8;4489.6;35.7;64.3;6978.4;13956.800;6.5;0.97;39.22;88.100000;92.000000;90.05;Turonian;Late Cretaceous;Flap-soaring ;Floodplain;Fluviodeltaic;Carnivore;Generalist
Pterodactyloidea;Azhdarchoidea;Azhdarchidae;Aralazhdarcho bostobensis;Aralazhdarcho bostobensis;Aralazhdarcho bostobensis;Out_Aralazhdarcho_bostobensis.jpg;ZIN PH, n° 9/43;Mature;34.3;64.400;5.455;150.90;301.8;17.3;27.7;13.7;36.0;39.7;23.2;13.4;5.1;26.7;37.7;13.3;254.3;6342.9;443.4;3.6;90.1;6.3;78.9;77.6;1.9;1.9;2519.3;4521.3;35.8;64.2;7040.6;14081.200;6.5;0.98;38.74;83.600000;86.300000;84.95;Santonian;Late Cretaceous;Flap-soaring ;Floodplain;Fluviodeltaic;Carnivore;Generalist
Pterodactyloidea;Azhdarchoidea;Azhdarchidae;Mistralazhdarcho maggii;Mistralazhdarcho maggii;Mistralazhdarcho maggii;Out_Mistralazhdarcho_maggii.jpg;MMS/VBN.09.C.001;Mature;55.1;103.400;16.737;230.00;460.0;27.6;44.6;22.0;40.0;65.0;37.4;21.6;8.4;42.9;60.5;21.3;682.5;15547.9;1061.1;3.9;89.9;6.1;128.9;121.3;1.8;1.9;6873.6;10417.9;39.8;60.2;17291.5;34583.000;6.1;0.94;48.40;72.100000;77.850000;74.975;Campanian;Late Cretaceous;Flap-soaring ;Floodplain;Alluvial plain ;Carnivore;Generalist
Pterodactyloidea;Azhdarchoidea;Azhdarchidae;Thanatosdrakon amaru;Thanatosdrakon amaru;Thanatosdrakon amaru;Out_Thanatosdrakon amaru.jpg;UNCUYO-LD 350;Mature;101.9;191.000;100.098;450.54;901.1;52.4;92.5;46.6;125.2;117.5;80.8;40.01;15.5;81.3;109.7;37.8;2249.0;52697.3;2731.3;3.9;91.4;4.7;245.2;208.9;1.8;2.2;21732.4;35945.2;37.7;62.3;57677.6;115355.229;7.0;0.85;86.77;84.950000;88.050000;86.5;Santonian;Late Cretaceous;Medium soaring;Fluvial environment;Alluvial plain ;Carnivore;Generalist
Pterodactyloidea;Azhdarchoidea;Azhdarchidae;Radiodactylus langstoni;Radiodactylus langstoni;Radiodactylus langstoni;Out_Radiodactylus_langstoni.jpg;SMU 72547;Mature;33.4;60.590;6.010;156.50;313.0;20.7;27.2;14.4;36.5;40.6;23.1;14.0;6.3;24.8;35.8;9.9;304.6;6206.0;345.1;4.4;90.5;5.0;83.1;71.3;1.9;2.2;2645.6;4210.1;38.6;61.4;6855.7;13711.371;7.1;0.86;43.83;112.000000;119.000000;115.5;Albian;Late Cretaceous;Flap-soaring ;Fluvial environment;Alluvial plain ;Carnivore;Generalist
Pterodactyloidea;Azhdarchoidea;Azhdarchidae;Montanazhdarcho minor;Montanazhdarcho minor;Montanazhdarcho minor;Out_Montanazhdarcho_minor.jpg;MOR 691;Mature;30.3;56.900;2.186;107.00;214.0;18.0;22.0;12.1;18.9;22.0;20.6;11.9;4.6;23.6;33.3;11.7;206.1;3898.0;346.2;4.6;87.6;7.8;77.9;65.8;1.4;1.6;1911.4;2538.9;42.9;57.1;4450.3;8900.600;5.1;0.84;24.56;72.100000;83.600000;77.85;Campanian;Late Cretaceous;Flap-glidding;Fluvial environment;Alluvial plain ;Carnivore;Generalist
Pterodactyloidea;Azhdarchoidea;Azhdarchidae;Tsogtopteryx mongoliensis;Tsogtopteryx mongoliensis;Tsogtopteryx mongoliensis;Out_Tsogtopteryx_mongoliensis.jpg;MPC_Nd 100/303;Mature;19.1;34.100;1.141;83.80;167.6;8.9;14.8;7.7;20.4;22.4;12.3;7.4;3.2;14;20.1;6.6;77.9;1925.9;132.7;3.6;90.1;6.2;43.2;43.1;1.9;1.9;706.9;1429.6;33.1;66.9;2136.5;4273.000;6.6;1.00;26.70;85.7;93.9;89.8;Turonian-Coniacian;Late Cretaceous;Flap-soaring ;Semi-arid floodplain;Alluvial plain ;Carnivore;Generalist
Pterodactyloidea;Azhdarchoidea;Azhdarchidae;Gobiazhdarcho tsogtbaatari;Gobiazhdarcho tsogtbaatari;Gobiazhdarcho tsogtbaatari;Out_Gobiazhdarcho_tsogtbaatari.jpg;MPC_Nd 100/302;Mature;77.2;137.900;47.488;340.40;680.8;36.2;59.9;31.1;82.5;90.8;49.9;30;12.8;56.4;81.5;26.7;1249.8;31715.7;1701.0;3.6;91.5;4.9;169.4;172.9;2.0;2.0;11759.9;22906.6;33.9;66.1;34666.5;69333.000;6.7;1.02;68.49;85.7;93.9;89.8;Turonian-Coniacian;Late Cretaceous;Medium soaring;Semi-arid floodplain;Alluvial plain ;Carnivore;Generalist
Pterodactyloidea;Azhdarchoidea;Azhdarchidae;Eurazhdarcho langendorfensis;Eurazhdarcho langendorfensis;Eurazhdarcho langendorfensis;Out_Eurazhdarcho_langendorfensis.jpg;EME VP 312;Mature;21.9;54.500;2.197;107.20;214.4;14.6;23.4;11.6;25.6;24.8;17.1;8.8;2.0;22.6;31.9;11.2;179.4;3744.8;327.7;4.2;88.1;7.7;66.9;63.4;1.6;1.7;1795.2;2456.7;42.2;57.8;4251.9;8503.800;5.4;0.95;25.83;68.000000;70.000000;69;upper Maastrichtian;Late Cretaceous;Flap-soaring ;Archipelago;Coastal/Shallow marine;Carnivore;Generalist
Pterodactyloidea;Azhdarchoidea;Azhdarchidae;Zhejiangopterus linhaiensis;Zhejiangopterus linhaiensis;Zhejiangopterus linhaiensis;Out_Zhejiangopterus_linhaiensis.jpg;ZMNH M1323;Mature;32.6;48.700;4.137;136.00;272.0;13.7;23.4;11.7;33.6;32.2;22;13.2;4.8;22.2;26.5;7.5;198;4985;238;3.7;92.0;4.4;76.3;67.0;1.8;2.0;1861.4;3559;34.3;65.7;5420.1;10840.210;6.8;0.88;38.16;77.850000;83.600000;80.725;Campanian;Late Cretaceous;Flap-soaring ;Floodplain;Alluvial plain ;Carnivore;Generalist
Pterodactyloidea;Azhdarchoidea;Azhdarchidae;Wellnhopterus brevirostris;Wellnhopterus brevirostris;Wellnhopterus brevirostris;Out_Wellnhopterus_brevirostris.jpg;TMM 42489-2;Mature;38.5;73.300;5.801;154.43;308.9;17.8;27.4;13.2;34.9;43.5;21.5;12.3;5.4;27.9;45.4;17.6;278.3;7543.9;520.7;3.3;90.4;6.2;102.9;90.8;1.5;1.7;2986.1;5356.8;35.8;64.2;8342.8;16685.648;5.7;0.88;34.77;66.000000;68.000000;67;upper Maastrichtian;Late Cretaceous;Flap-soaring ;Fluvial environment;Alluvial plain ;Carnivore;Generalist
Pterodactyloidea;Azhdarchoidea;Azhdarchidae;Quetzacoatlus northropi;Quetzacoatlus northropi;Quetzacoatlus northropi;Out_Quetzacoatlus_northropi.jpg;TMM 41450;Mature;119.2;237.500;123.049;486.90;973.8;58.7;88.0;41.3;109.7;136.8;72.9;40.0;11.8;97.0;140.5;60.0;2938.4;68825.2;4327.4;3.9;90.5;5.7;264.1;259.9;1.8;1.9;28142.9;47948.1;37.0;63.0;76091.0;152182.000;6.2;0.98;80.86;66.000000;67.000000;66.5;upper Maastrichtian;Late Cretaceous;High Soaring;Fluvial environment;Alluvial plain ;Carnivore;Generalist
Pterodactyloidea;Azhdarchoidea;Azhdarchidae;Quetzacoatlus lawsoni;Quetzacoatlus lawsoni;Quetzacoatlus lawsoni;Out_Quetzacoatlus_lawsoni.jpg;TMM 41544;Mature;51.9;107.200;15.361;222.70;445.4;26.8;39.1;21.9;49.9;62.3;33.8;17;8;42.2;65;26.2;579.7;15169.8;1122.2;3.4;89.9;6.7;127.6;125.5;1.7;1.8;6152.8;10718.9;36.5;63.5;16871.7;33743.400;5.9;0.98;45.52;66.000000;67.000000;66.5;upper Maastrichtian;Late Cretaceous;Flap-soaring ;Fluvial environment;Alluvial plain ;Carnivore;Generalist
Pterodactyloidea;Azhdarchoidea;Azhdarchidae;Hatzegopteryx thambena;Hatzegopteryx thambena;Hatzegopteryx thambena;Out_Hatzegopteryx_thambena.jpg;LPV (FGGUB) R 1083A;Mature;89;186.500;125.892;491.10;982.2;53.5;90;36.3;122.9;117.8;72.6;48;14.5;82.8;103.7;35.5;2628.7;57834.2;3464.9;4.1;90.5;5.4;214.4;215.3;2.3;2.3;23225.7;40702.1;36.3;63.7;63927.8;127855.600;7.5;1.00;98.46;68.000000;70.000000;69;Maastrichtian;Late Cretaceous;High Soaring;Archipelago;Coastal/Shallow marine;Carnivore;Generalist
Pterodactyloidea;Azhdarchoidea;Azhdarchidae;Cryodrakon boreas;Cryodrakon boreas;Cryodrakon boreas;Out_Cryodrakon_boreas.jpg;FSAC OB 12;Mature;114.0;193.000;122.311;485.80;971.6;44.7;92.2;44.9;102.5;132.2;77.3;44.6;17.1;88.9;104.6;44.2;2382.7;64393.9;3640.2;3.4;91.4;5.2;225.1;240.4;2.2;2.0;25837.0;44579.8;36.7;63.3;70416.8;140833.600;6.7;1.07;86.85;72.100000;77.850000;74.98;Campanian;Late Cretaceous;High Soaring;Fluvial environment;Alluvial plain ;Carnivore;Generalist
Pterodactyloidea;Azhdarchoidea;Azhdarchidae;Arambourgiania philadelphiae;Arambourgiania philadelphiae;Arambourgiania philadelphiae;Out_Arambourgiania_philadelphiae.jpg;UJA VF1;Mature;103.9;194.900;112.013;470.00;940.0;52.0;84.0;41.5;112.8;122.5;70.5;40.8;15.8;80.8;114.1;40.2;2421.5;60126.8;3605.2;3.7;90.9;5.4;244.2;233.2;1.9;2.0;23994.3;42159.2;36.3;63.7;66153.5;132307.000;6.7;0.95;84.66;66.000000;72.000000;69;Maastrichtian;Late Cretaceous;High Soaring;Coastal environment;Coastal/Shallow marine;Carnivore;Generalist
Pterodactyloidea;Azhdarchoidea;Azhdarchidae;Phosphatodraco mauritanicus;Phosphatodraco mauritanicus;Phosphatodraco mauritanicus;Out_Phosphatodraco_mauritanicus.jpg;FSAC OB 12;Mature;35.7;64.000;6.238;158.70;317.4;28.9;46.3;22.9;60.2;66.4;38.8;22.4;8.6;44.7;63.1;22.2;266.0;6805.5;398.9;3.6;91.1;5.3;80.6;79.3;2.0;2.0;2594.9;4875.5;34.7;65.3;7470.4;14940.800;6.7;0.98;41.75;66.000000;72.000000;69;Maastrichtian;Late Cretaceous;Medium soaring;Coastal environment;Coastal/Shallow marine;Carnivore;Generalist
Pterodactyloidea;Azhdarchoidea;Azhdarchidae;Alanqa saharica;Alanqa saharica;Alanqa saharica;Out_Alanqa_saharica.jpg;FSAC-KK 31;Mature;69.2;123.600;35.397;304.80;609.6;32.5;53.7;27.8;73.9;81.4;44.7;26.9;11.4;50.6;73;23.9;996.8;25446.3;1386.8;3.6;91.4;5.0;153.0;155.1;2.0;2.0;9438.5;18391.4;33.9;66.1;27829.9;55659.800;6.7;1.01;63.60;93.900000;100.500000;97.2;Cenomanian;Late Cretaceous;Medium soaring;Floodplain;Fluviodeltaic;Carnivore;Generalist
Pterodactyloidea;Azhdarchoidea;Azhdarchidae;Leptostomia begaaensis;Leptostomia begaaensis;Leptostomia begaaensis;Out_Leptostomia_begaaensis.jpg;FSAC-KK 5075;Mature;11.2;20.100;0.277;49.20;98.4;5.3;8.7;4.5;12;13.2;7.3;4.4;1.9;8.2;11.9;3.9;25.2;668.8;54.2;3.4;89.4;7.2;25.9;25.4;1.9;1.9;242.4;505.8;32.4;67.6;748.2;1496.400;6.5;0.98;18.50;93.900000;100.500000;97.2;Cenomanian;Late Cretaceous;Flap-glidding;Floodplain;Fluviodeltaic;Carnivore;Generalist
Pterodactyloidea;Azhdarchoidea;Azhdarchidae;Nipponopterus mifunensis;Nipponopterus mifunensis;Nipponopterus mifunensis;Out_Nipponopterus_mifunensis.jpg;MDM 349;Mature;38.0;68.000;7.315;168.50;337.0;18.1;29.8;15.2;40.6;44.8;24.8;14.8;6.2;27.9;40.1;13.1;307.9;7678.6;450.2;3.6;91.0;5.3;85.4;84.9;2.0;2.0;2884.4;5552.3;34.2;65.8;8436.7;16873.400;6.7;0.99;43.36;85.7;93.9;89.8;Turonian-Coniacian;Late Cretaceous;Medium soaring;Floodplain;Fluviodeltaic;Carnivore;Generalist
Pterodactyloidea;Azhdarchoidea;Azhdarchidae;Albadraco tharmisensis;Albadraco tharmisensis;Albadraco tharmisensis;Out_Albadraco_tharmisensis.jpg;PSMUBB V651;Mature;68.6;128.700;34.296;301.20;602.4;34.5;55.3;27.4;71.9;79.3;46.4;26.8;10.2;53.3;75.3;26.5;930.4;25503.0;1568.7;3.3;91.1;5.6;165.0;157.4;1.8;1.9;9634.3;18367.8;34.4;65.6;28002.1;56004.200;6.5;0.95;61.24;68.000000;70.000000;69;Maastrichtian;Late Cretaceous;Medium soaring;Archipelago;Coastal/Shallow marine;Carnivore;Generalist
Pterodactyloidea;Azhdarchoidea;Azhdarchidae;Aerotitan sudamericanus;Aerotitan sudamericanus;Aerotitan sudamericanus;Out_Aerotitan_sudamericanus.jpg;MPCN-PV 0054;Mature;57.3;107.500;22.208;255.80;511.6;28.9;46.2;22.9;60.1;66.3;38.7;22.4;8.6;44.6;62.9;22.2;730.0;18085.4;1125.0;3.7;90.7;5.6;134.6;128.8;1.9;2.0;7438.0;12502.4;37.3;62.7;19940.4;39880.800;6.6;0.96;55.69;66.0;73.0;69.5;Maastrichtian;Late Cretaceous;Medium soaring;Fluvial environment;Alluvial plain ;Carnivore;Generalist
Pterodactyloidea;Azhdarchoidea;Azhdarchidae;Argentinadraco barrealensis;Argentinadraco barrealensis;Argentinadraco barrealensis;Out_Argentinadraco_barrealensis.jpg;MUCPv-1137;Mature;27.1;50.700;2.804;117.50;235.0;13.5;21.9;10.8;28.3;31.4;18.3;10.6;4.1;21.1;29.6;10.5;157.2;3869.1;284.9;3.6;89.7;6.6;60.7;61.0;1.9;1.9;1491.1;2820.1;34.6;65.4;4311.2;8622.400;6.4;1.00;32.52;85.7;93.9;89.8;Turonian-Coniacian;Late Cretaceous;Medium soaring;Fluvial environment;Alluvial plain ;Carnivore;Generalist
Pterodactyloidea;Azhdarchoidea;Azhdarchidae;Xericeps curvirostris;Xericeps curvirostris;Xericeps curvirostris;Out_Xericeps_curvirostris.jpg;FSAC-KK-10700;Mature;43.6;81.400;10.439;192.60;385.2;21.7;35.1;17.4;45.4;50.4;29.5;17.0;6.5;33.9;47.5;16.9;414.5;10346.7;672.8;3.6;90.5;5.9;102.6;98.3;1.9;2.0;4181.2;7252.8;36.6;63.4;11434.0;22868.000;6.5;0.96;45.65;93.900000;100.500000;97.2;Cenomanian;Late Cretaceous;Flap-soaring ;Floodplain;Fluviodeltaic;Carnivore;Generalist
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
